Project,Train Version,Test Version,ML Algorithm,Sampling Method,Defect Ratio,Parameters,Accuracy,F1,AUC,MCC,Precision,Recall(pd),TNR-Specificity,pf,bal,g-mean,gmeasure
jEdit,4.2,4.3,svm,borderline_smote_svm,0.5,{'classification__coef0': 1; 'classification__degree': 3; 'classification__gamma': 'auto'; 'classification__kernel': 'poly'},0.823170731707317,0.1030927835051546,0.6430731430731431,0.111389627595197,0.0581395348837209,0.4545454545454545,0.8316008316008316,0.1683991683991684,0.5963423845171776,0.6148173533663295,0.8340954389368526
lucene,2.0,2.2,knn,smote,0.5,{'classification__n_neighbors': 3},0.5546558704453441,0.5454545454545454,0.5738268608414239,0.1488120448330763,0.673469387755102,0.4583333333333333,0.6893203883495146,0.3106796116504854,0.5584546462292497,0.5620840785210526,0.5189746607633359
lucene,2.0,2.2,naive_bayes,smote,0.5,{},0.5587044534412956,0.4467005076142132,0.6090884573894283,0.2620413660406948,0.8301886792452831,0.3055555555555556,0.912621359223301,0.087378640776699,0.5050817677213051,0.5280686758645526,0.5828076489472334
lucene,2.0,2.2,decision_tree,smote,0.5,{'classification__criterion': 'log_loss'; 'classification__max_depth': 5; 'classification__max_features': 'log2'},0.5668016194331984,0.5023255813953489,0.6049757281553398,0.2287353255355276,0.7605633802816901,0.375,0.8349514563106796,0.1650485436893204,0.5429080936102864,0.5595594661128563,0.5533052825912141
lucene,2.0,2.2,random_forest,smote,0.5,{'classification__criterion': 'entropy'; 'classification__max_features': None; 'classification__n_estimators': 90},0.6072874493927125,0.6008230452674898,0.6272586299892126,0.2560758615633524,0.7373737373737373,0.5069444444444444,0.7475728155339806,0.2524271844660194,0.6083220300287242,0.6156117978504334,0.5348256604552414
lucene,2.0,2.2,svm,smote,0.5,{'classification__coef0': 1; 'classification__degree': 3; 'classification__gamma': 'auto'; 'classification__kernel': 'poly'},0.5870445344129555,0.6250000000000001,0.5864010248112189,0.1705180204500635,0.6640625,0.5902777777777778,0.5825242718446602,0.4174757281553398,0.5863828563867625,0.5863882098798407,0.5182536531186784
lucene,2.0,2.2,knn,random_over_sampler,0.5,{'classification__n_neighbors': 1},0.5870445344129555,0.5785123966942148,0.6071332254584682,0.2159473417714687,0.7142857142857143,0.4861111111111111,0.7281553398058253,0.2718446601941747,0.5889152706560707,0.5949490745387359,0.5279125931666901
lucene,2.0,2.2,naive_bayes,random_over_sampler,0.5,{},0.5668016194331984,0.4512820512820513,0.618797195253506,0.2894162537278094,0.8627450980392157,0.3055555555555556,0.9320388349514565,0.0679611650485436,0.506607759295655,0.5336568598012631,0.5884781662188854
lucene,2.0,2.2,decision_tree,random_over_sampler,0.5,{'classification__criterion': 'gini'; 'classification__max_depth': 6; 'classification__max_features': 'auto'},0.5668016194331984,0.5201793721973095,0.5994471413160732,0.2102586981435716,0.7341772151898734,0.4027777777777778,0.7961165048543689,0.203883495145631,0.5537697554463348,0.5662667539927222,0.5419255024844004
lucene,2.0,2.2,random_forest,random_over_sampler,0.5,{'classification__criterion': 'log_loss'; 'classification__max_features': 'sqrt'; 'classification__n_estimators': 50},0.5910931174089069,0.5665236051502146,0.6175161812297734,0.2413814976685755,0.7415730337078652,0.4583333333333333,0.7766990291262136,0.2233009708737864,0.5857138058232247,0.5966465075873496,0.5374356781217428
